,GAME_DATE_EST,GAME_ID,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS,TEAM_ID,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,MIN,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PTS,PLUS_MINUS,colscatt
565,2016-11-03,21600066,1610612749,1610612754,2016,125.0,0.573,0.792,0.444,32.0,41.0,107.0,0.469,0.778,0.435,29.0,32.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,34.0,18.0,0.611,0.0,2.0,0.0,5.0,7.0,0.7140000000000001,2.0,5.0,7.0,9.0,2.0,2.0,4.0,27.0,20.0,14.100000000000001
568,2016-10-29,21600031,1610612749,1610612751,2016,110.0,0.466,0.833,0.364,25.0,44.0,108.0,0.44,0.821,0.324,23.0,45.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,G,35.0,18.0,0.556,0.0,1.0,0.0,1.0,1.0,1.0,1.0,9.0,10.0,3.0,2.0,2.0,4.0,21.0,16.0,14.15
569,2016-10-26,21600008,1610612749,1610612766,2016,96.0,0.424,0.75,0.188,23.0,46.0,107.0,0.449,0.833,0.304,27.0,51.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,G,38.0,21.0,0.619,1.0,2.0,0.5,4.0,6.0,0.667,1.0,8.0,9.0,5.0,1.0,1.0,1.0,31.0,-5.0,14.200000000000001
570,2016-10-19,11600085,1610612749,1610612754,2016,111.0,0.481,0.818,0.381,25.0,50.0,103.0,0.429,0.9,0.28,26.0,34.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,G,31.0,11.0,0.545,0.0,2.0,0.0,8.0,11.0,0.727,0.0,6.0,6.0,5.0,1.0,2.0,6.0,20.0,3.0,14.25
572,2016-10-15,11600072,1610612749,1610612741,2016,86.0,0.442,0.632,0.273,25.0,34.0,107.0,0.4679999999999999,0.952,0.433,26.0,48.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,23.0,10.0,0.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,4.0,1.0,2.0,1.0,14.0,-5.0,14.3
574,2016-10-08,11600034,1610612749,1610612742,2016,88.0,0.418,0.81,0.313,19.0,47.0,74.0,0.337,0.667,0.188,16.0,50.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,G,23.0,8.0,0.25,0.0,1.0,0.0,2.0,3.0,0.667,1.0,5.0,6.0,2.0,1.0,0.0,1.0,6.0,2.0,14.350000000000001
576,2016-04-13,21501225,1610612749,1610612754,2015,92.0,0.425,0.846,0.304,23.0,43.0,97.0,0.433,0.8,0.4579999999999999,28.0,48.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,29.0,14.0,0.5,1.0,5.0,0.2,4.0,4.0,1.0,2.0,7.0,9.0,5.0,0.0,1.0,4.0,19.0,-1.0,14.4
580,2016-04-05,21501159,1610612749,1610612739,2015,80.0,0.3979999999999999,0.5,0.25,20.0,41.0,109.0,0.547,0.9,0.5,30.0,41.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,G,39.0,18.0,0.556,2.0,4.0,0.5,0.0,0.0,0.0,3.0,11.0,14.0,8.0,1.0,0.0,3.0,22.0,-25.0,14.450000000000001
581,2016-04-03,21501150,1610612749,1610612741,2015,98.0,0.471,0.8,0.286,28.0,44.0,102.0,0.527,0.773,0.2689999999999999,30.0,34.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,43.0,22.0,0.636,1.0,1.0,1.0,5.0,7.0,0.7140000000000001,0.0,5.0,5.0,9.0,1.0,1.0,4.0,34.0,4.0,14.5
582,2016-04-01,21501133,1610612749,1610612753,2015,113.0,0.547,0.6,0.235,31.0,40.0,110.0,0.535,0.833,0.3329999999999999,34.0,37.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,39.0,13.0,0.385,0.0,1.0,0.0,8.0,11.0,0.727,2.0,9.0,11.0,11.0,2.0,3.0,4.0,18.0,8.0,14.55
583,2016-03-30,21501115,1610612749,1610612756,2015,105.0,0.481,0.735,0.4,21.0,38.0,94.0,0.452,0.765,0.208,23.0,49.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,32.0,5.0,0.6,1.0,1.0,1.0,3.0,8.0,0.375,1.0,2.0,3.0,6.0,0.0,1.0,2.0,10.0,19.0,14.600000000000001
584,2016-03-26,21501089,1610612749,1610612766,2015,91.0,0.44,0.867,0.267,26.0,37.0,115.0,0.5539999999999999,0.81,0.552,30.0,35.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,26.0,9.0,0.3329999999999999,0.0,2.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,8.0,-22.0,14.65
588,2016-03-20,21501041,1610612749,1610612762,2015,85.0,0.523,0.8240000000000001,0.375,21.0,27.0,94.0,0.41,0.929,0.342,24.0,44.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,29.0,10.0,0.5,0.0,1.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,7.0,2.0,2.0,2.0,12.0,-5.0,14.700000000000001
589,2016-03-17,21501017,1610612749,1610612763,2015,96.0,0.493,0.68,0.263,21.0,44.0,86.0,0.37,0.882,0.231,16.0,47.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,30.0,9.0,0.667,0.0,1.0,0.0,3.0,4.0,0.75,2.0,4.0,6.0,11.0,1.0,3.0,3.0,15.0,-1.0,14.75
590,2016-03-15,21501000,1610612749,1610612761,2015,89.0,0.442,0.731,0.154,18.0,37.0,107.0,0.47,0.882,0.467,27.0,48.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,35.0,12.0,0.5,0.0,1.0,0.0,6.0,11.0,0.545,2.0,10.0,12.0,9.0,0.0,3.0,1.0,18.0,-5.0,14.8
592,2016-03-12,21500978,1610612749,1610612740,2015,103.0,0.494,0.792,0.308,22.0,42.0,92.0,0.3929999999999999,0.762,0.207,19.0,47.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,37.0,15.0,0.4,0.0,0.0,0.0,6.0,10.0,0.6,0.0,5.0,5.0,4.0,0.0,2.0,5.0,18.0,11.0,14.850000000000001
593,2016-03-09,21500952,1610612749,1610612748,2015,114.0,0.525,0.703,0.5,27.0,34.0,108.0,0.525,0.947,0.4,23.0,39.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,37.0,15.0,0.6,0.0,0.0,0.0,6.0,10.0,0.6,2.0,5.0,7.0,6.0,2.0,0.0,2.0,24.0,5.0,14.9
595,2016-03-06,21500930,1610612749,1610612760,2015,96.0,0.3779999999999999,0.833,0.158,22.0,43.0,104.0,0.421,0.767,0.28,27.0,55.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,42.0,20.0,0.4,0.0,2.0,0.0,10.0,11.0,0.909,2.0,10.0,12.0,10.0,3.0,4.0,2.0,26.0,-9.0,14.950000000000001
596,2016-03-04,21500919,1610612749,1610612750,2015,116.0,0.518,0.8,0.583,24.0,37.0,101.0,0.483,0.7140000000000001,0.318,25.0,43.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,35.0,17.0,0.529,0.0,0.0,0.0,9.0,10.0,0.9,2.0,7.0,9.0,12.0,3.0,2.0,4.0,27.0,24.0,15.0
597,2016-03-02,21500903,1610612749,1610612754,2015,99.0,0.447,0.875,0.214,14.0,37.0,104.0,0.475,0.6920000000000001,0.5,28.0,49.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,41.0,16.0,0.4379999999999999,0.0,0.0,0.0,8.0,8.0,1.0,1.0,5.0,6.0,3.0,1.0,1.0,2.0,22.0,-6.0,15.05
598,2016-02-29,21500887,1610612749,1610612745,2015,128.0,0.593,0.727,0.5329999999999999,30.0,42.0,121.0,0.471,0.6859999999999999,0.417,30.0,41.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,42.0,13.0,0.5379999999999999,0.0,1.0,0.0,4.0,11.0,0.364,0.0,16.0,16.0,11.0,4.0,2.0,5.0,18.0,13.0,15.100000000000001
599,2016-02-27,21500873,1610612749,1610612765,2015,91.0,0.487,0.667,0.583,21.0,44.0,102.0,0.42,0.667,0.4,24.0,46.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,37.0,11.0,0.273,0.0,0.0,0.0,2.0,2.0,1.0,2.0,10.0,12.0,7.0,0.0,0.0,3.0,8.0,-10.0,15.15
601,2016-02-22,21500837,1610612749,1610612747,2015,108.0,0.512,0.6,0.313,32.0,44.0,101.0,0.368,0.767,0.414,18.0,46.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,41.0,17.0,0.706,0.0,1.0,0.0,3.0,6.0,0.5,2.0,10.0,12.0,10.0,3.0,4.0,1.0,27.0,13.0,15.200000000000001
603,2016-02-19,21500813,1610612749,1610612766,2015,95.0,0.444,0.762,0.368,22.0,47.0,98.0,0.43,0.833,0.29,13.0,37.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,38.0,17.0,0.412,0.0,1.0,0.0,4.0,6.0,0.667,2.0,10.0,12.0,4.0,1.0,1.0,2.0,18.0,1.0,15.25
604,2016-02-11,21500801,1610612749,1610612764,2015,99.0,0.439,0.7190000000000001,0.286,24.0,58.0,92.0,0.386,0.75,0.188,25.0,38.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,36.0,16.0,0.375,1.0,2.0,0.5,4.0,5.0,0.8,4.0,9.0,13.0,3.0,0.0,1.0,2.0,17.0,-4.0,15.3
605,2016-02-09,21500786,1610612749,1610612738,2015,112.0,0.511,0.652,0.368,25.0,38.0,111.0,0.4639999999999999,0.958,0.345,28.0,44.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,36.0,12.0,0.5,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,0.0,14.0,0.0,15.350000000000001
609,2016-01-29,21500703,1610612749,1610612748,2015,103.0,0.475,0.893,0.1669999999999999,18.0,40.0,107.0,0.5,0.813,0.389,27.0,34.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,46.0,17.0,0.647,0.0,2.0,0.0,6.0,7.0,0.857,0.0,4.0,4.0,6.0,3.0,2.0,6.0,28.0,6.0,15.4
611,2016-01-26,21500681,1610612749,1610612753,2015,107.0,0.494,0.8390000000000001,0.385,22.0,45.0,100.0,0.413,0.7240000000000001,0.542,22.0,39.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,38.0,16.0,0.75,0.0,0.0,0.0,1.0,1.0,1.0,3.0,6.0,9.0,2.0,2.0,1.0,2.0,25.0,16.0,15.450000000000001
616,2016-01-15,21500599,1610612749,1610612737,2015,108.0,0.417,0.6759999999999999,0.3,19.0,60.0,101.0,0.43,1.0,0.3,29.0,43.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,50.0,18.0,0.556,1.0,2.0,0.5,7.0,9.0,0.778,5.0,11.0,16.0,0.0,1.0,3.0,3.0,28.0,5.0,15.5
618,2016-01-12,21500573,1610612749,1610612741,2015,106.0,0.462,0.607,0.231,28.0,40.0,101.0,0.412,0.792,0.414,22.0,57.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,31.0,14.0,0.7140000000000001,0.0,1.0,0.0,9.0,14.0,0.643,3.0,7.0,10.0,5.0,1.0,1.0,0.0,29.0,19.0,15.55
620,2016-01-08,21500545,1610612749,1610612742,2015,96.0,0.4629999999999999,0.621,0.444,24.0,43.0,95.0,0.417,0.688,0.318,27.0,42.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,33.0,8.0,0.25,0.0,0.0,0.0,1.0,4.0,0.25,1.0,4.0,5.0,1.0,1.0,1.0,3.0,5.0,-1.0,15.600000000000001
622,2016-01-04,21500516,1610612749,1610612759,2015,98.0,0.481,0.7,0.25,23.0,35.0,123.0,0.544,0.8,0.45,32.0,44.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,29.0,9.0,0.556,0.0,2.0,0.0,1.0,2.0,0.5,2.0,2.0,4.0,2.0,1.0,1.0,2.0,11.0,-6.0,15.65
627,2015-12-26,21500441,1610612749,1610612761,2015,90.0,0.42,0.889,0.429,25.0,38.0,111.0,0.519,0.737,0.4479999999999999,31.0,44.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,34.0,5.0,0.4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,4.0,-20.0,15.700000000000001
628,2015-12-23,21500430,1610612749,1610612755,2015,113.0,0.6,0.75,0.417,34.0,34.0,100.0,0.457,0.655,0.35,24.0,41.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,33.0,13.0,0.846,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,6.0,2.0,2.0,2.0,22.0,16.0,15.75
632,2015-12-12,21500351,1610612749,1610612744,2015,108.0,0.489,0.778,0.429,31.0,44.0,95.0,0.4039999999999999,0.68,0.222,23.0,49.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,43.0,10.0,0.4,1.0,2.0,0.5,2.0,3.0,0.667,0.0,12.0,12.0,8.0,1.0,2.0,4.0,11.0,3.0,15.8
634,2015-12-09,21500324,1610612749,1610612746,2015,95.0,0.467,0.75,0.2,26.0,40.0,109.0,0.469,0.583,0.429,27.0,51.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,28.0,11.0,0.455,0.0,2.0,0.0,5.0,6.0,0.833,0.0,6.0,6.0,1.0,0.0,1.0,1.0,15.0,-19.0,15.850000000000001
635,2015-12-07,21500310,1610612749,1610612757,2015,90.0,0.411,0.7879999999999999,0.308,22.0,45.0,88.0,0.3879999999999999,0.778,0.242,21.0,46.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,30.0,10.0,0.5,0.0,0.0,0.0,7.0,8.0,0.875,3.0,6.0,9.0,1.0,1.0,2.0,3.0,17.0,6.0,15.9
636,2015-12-05,21500295,1610612749,1610612752,2015,106.0,0.494,0.667,0.5,25.0,49.0,91.0,0.421,0.75,0.24,22.0,37.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,34.0,15.0,0.4,0.0,1.0,0.0,5.0,6.0,0.833,1.0,5.0,6.0,6.0,1.0,2.0,2.0,17.0,18.0,15.950000000000001
639,2015-11-30,21500258,1610612749,1610612743,2015,92.0,0.455,0.727,0.3329999999999999,25.0,38.0,74.0,0.373,0.75,0.316,19.0,43.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,20.0,10.0,0.3,0.0,2.0,0.0,3.0,4.0,0.75,2.0,4.0,6.0,0.0,0.0,1.0,2.0,9.0,4.0,16.0
642,2015-11-25,21500221,1610612749,1610612758,2015,118.0,0.477,0.778,0.419,30.0,37.0,129.0,0.5710000000000001,0.838,0.435,23.0,42.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,30.0,13.0,0.5379999999999999,1.0,3.0,0.3329999999999999,6.0,7.0,0.857,2.0,3.0,5.0,2.0,0.0,2.0,0.0,21.0,-2.0,16.05
643,2015-11-23,21500205,1610612749,1610612765,2015,109.0,0.518,0.8240000000000001,0.6920000000000001,30.0,45.0,88.0,0.341,0.833,0.214,19.0,48.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,26.0,10.0,0.6,1.0,1.0,1.0,4.0,4.0,1.0,2.0,4.0,6.0,4.0,0.0,1.0,2.0,17.0,10.0,16.1
647,2015-11-14,21500141,1610612749,1610612739,2015,108.0,0.422,0.727,0.375,20.0,51.0,105.0,0.407,0.63,0.368,21.0,54.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,44.0,18.0,0.3329999999999999,0.0,2.0,0.0,4.0,5.0,0.8,4.0,7.0,11.0,1.0,0.0,3.0,2.0,16.0,1.0,16.150000000000002
649,2015-11-10,21500110,1610612749,1610612738,2015,83.0,0.411,0.7390000000000001,0.353,14.0,41.0,99.0,0.442,0.8420000000000001,0.233,21.0,45.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,24.0,13.0,0.462,1.0,3.0,0.3329999999999999,3.0,3.0,1.0,0.0,3.0,3.0,0.0,2.0,0.0,4.0,16.0,-4.0,16.2
650,2015-11-07,21500089,1610612749,1610612751,2015,94.0,0.451,0.75,0.4,27.0,41.0,86.0,0.415,0.789,0.3329999999999999,18.0,52.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,37.0,8.0,0.5,1.0,3.0,0.3329999999999999,2.0,2.0,1.0,1.0,5.0,6.0,2.0,1.0,0.0,2.0,11.0,11.0,16.25
652,2015-11-04,21500065,1610612749,1610612755,2015,91.0,0.407,0.765,0.348,24.0,36.0,87.0,0.42,0.867,0.214,23.0,51.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,40.0,11.0,0.636,1.0,1.0,1.0,2.0,3.0,0.667,0.0,5.0,5.0,3.0,1.0,1.0,3.0,17.0,0.0,16.3
655,2015-10-30,21500027,1610612749,1610612764,2015,113.0,0.512,0.7859999999999999,0.292,33.0,32.0,118.0,0.515,0.818,0.5710000000000001,25.0,37.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,34.0,15.0,0.6,1.0,3.0,0.3329999999999999,8.0,10.0,0.8,3.0,6.0,9.0,2.0,3.0,0.0,6.0,27.0,-10.0,16.35
657,2015-10-20,11500088,1610612749,1610612750,2015,106.0,0.506,0.682,0.346,21.0,53.0,88.0,0.3289999999999999,0.8,0.19,20.0,35.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,29.0,11.0,0.364,1.0,3.0,0.3329999999999999,3.0,6.0,0.5,2.0,3.0,5.0,1.0,1.0,2.0,3.0,12.0,27.0,16.400000000000002
658,2015-10-17,11500074,1610612749,1610612764,2015,101.0,0.4370000000000001,0.5710000000000001,0.321,25.0,48.0,105.0,0.42,0.885,0.276,31.0,48.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,G,19.0,6.0,0.5,2.0,2.0,1.0,4.0,4.0,1.0,2.0,1.0,3.0,1.0,0.0,2.0,0.0,12.0,-2.0,16.45
659,2015-10-10,11500039,1610612749,1610612765,2015,88.0,0.421,0.76,0.313,16.0,38.0,117.0,0.5,0.674,0.4,25.0,42.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,26.0,6.0,0.1669999999999999,0.0,1.0,0.0,3.0,4.0,0.75,3.0,3.0,6.0,0.0,0.0,0.0,3.0,5.0,-7.0,16.5
661,2015-04-30,41400126,1610612749,1610612741,2014,66.0,0.3289999999999999,0.632,0.211,17.0,41.0,120.0,0.511,0.813,0.5,31.0,50.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,15.0,6.0,0.3329999999999999,0.0,0.0,0.0,1.0,2.0,0.5,0.0,3.0,3.0,2.0,0.0,1.0,2.0,5.0,-23.0,16.55
663,2015-04-25,41400124,1610612749,1610612741,2014,92.0,0.391,0.682,0.409,25.0,34.0,90.0,0.485,0.7,0.556,23.0,39.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,26.0,7.0,0.429,0.0,0.0,0.0,4.0,6.0,0.667,1.0,7.0,8.0,2.0,1.0,0.0,1.0,10.0,-11.0,16.6
664,2015-04-23,41400123,1610612749,1610612741,2014,106.0,0.422,0.56,0.316,24.0,50.0,113.0,0.449,0.792,0.424,25.0,50.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,51.0,22.0,0.455,0.0,0.0,0.0,5.0,8.0,0.625,6.0,6.0,12.0,2.0,0.0,2.0,3.0,25.0,0.0,16.650000000000002
667,2015-04-15,21401221,1610612749,1610612738,2014,100.0,0.461,0.688,0.3329999999999999,35.0,48.0,105.0,0.494,0.5710000000000001,0.433,37.0,38.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,28.0,6.0,0.1669999999999999,0.0,1.0,0.0,1.0,2.0,0.5,2.0,1.0,3.0,4.0,0.0,0.0,2.0,3.0,5.0,16.7
669,2015-04-12,21401193,1610612749,1610612751,2014,96.0,0.494,0.667,0.3,30.0,47.0,73.0,0.325,0.727,0.1669999999999999,17.0,49.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,30.0,14.0,0.429,0.0,2.0,0.0,1.0,3.0,0.3329999999999999,2.0,7.0,9.0,7.0,1.0,1.0,0.0,13.0,16.0,16.75
671,2015-04-04,21401143,1610612749,1610612753,2014,90.0,0.4379999999999999,0.5379999999999999,0.313,26.0,45.0,97.0,0.465,0.6920000000000001,0.381,23.0,45.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,28.0,12.0,0.25,0.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,2.0,8.0,-18.0,16.8
673,2015-04-01,21401118,1610612749,1610612741,2014,95.0,0.416,0.722,0.381,15.0,48.0,91.0,0.419,0.649,0.192,18.0,40.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,28.0,9.0,0.444,0.0,0.0,0.0,3.0,4.0,0.75,1.0,6.0,7.0,2.0,0.0,1.0,3.0,11.0,-4.0,16.85
675,2015-03-28,21401089,1610612749,1610612744,2014,95.0,0.379,0.8440000000000001,0.133,24.0,42.0,108.0,0.512,0.857,0.48,27.0,45.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,30.0,6.0,0.667,0.0,0.0,0.0,4.0,6.0,0.667,1.0,2.0,3.0,1.0,1.0,0.0,2.0,12.0,-10.0,16.900000000000002
676,2015-03-26,21401073,1610612749,1610612754,2014,111.0,0.534,0.706,0.474,26.0,30.0,107.0,0.423,0.767,0.467,18.0,41.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,43.0,10.0,0.7,0.0,1.0,0.0,2.0,4.0,0.5,1.0,3.0,4.0,2.0,0.0,1.0,1.0,16.0,13.0,16.95
677,2015-03-24,21401055,1610612749,1610612748,2014,89.0,0.414,0.765,0.235,25.0,53.0,88.0,0.44,0.778,0.421,18.0,34.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,39.0,10.0,0.6,0.0,0.0,0.0,4.0,4.0,1.0,1.0,9.0,10.0,2.0,0.0,3.0,6.0,16.0,8.0,17.0
678,2015-03-22,21401037,1610612749,1610612739,2014,90.0,0.5429999999999999,0.7859999999999999,0.25,23.0,39.0,108.0,0.5,0.688,0.419,22.0,36.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,35.0,11.0,0.455,0.0,0.0,0.0,5.0,6.0,0.833,1.0,8.0,9.0,5.0,1.0,1.0,3.0,15.0,-15.0,17.05
680,2015-03-18,21401010,1610612749,1610612759,2014,103.0,0.488,0.75,0.5,28.0,43.0,114.0,0.5,0.789,0.4,27.0,34.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,37.0,16.0,0.5,0.0,0.0,0.0,3.0,3.0,1.0,1.0,8.0,9.0,3.0,1.0,2.0,1.0,19.0,-2.0,17.1
684,2015-03-11,21400956,1610612749,1610612753,2014,97.0,0.494,0.688,0.444,30.0,51.0,91.0,0.4,1.0,0.556,21.0,33.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,30.0,9.0,0.444,1.0,2.0,0.5,2.0,4.0,0.5,1.0,6.0,7.0,3.0,0.0,1.0,2.0,11.0,7.0,17.150000000000002
685,2015-03-09,21400942,1610612749,1610612740,2014,103.0,0.521,0.8059999999999999,0.267,20.0,25.0,114.0,0.5870000000000001,0.81,0.6,26.0,34.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,37.0,16.0,0.688,0.0,1.0,0.0,7.0,7.0,1.0,2.0,3.0,5.0,4.0,3.0,3.0,2.0,29.0,-1.0,17.2
686,2015-03-07,21400929,1610612749,1610612764,2014,91.0,0.462,0.6,0.5,25.0,44.0,85.0,0.3829999999999999,0.636,0.321,19.0,49.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,36.0,10.0,0.2,0.0,0.0,0.0,1.0,4.0,0.25,0.0,4.0,4.0,0.0,2.0,1.0,2.0,5.0,8.0,17.25
691,2015-02-25,21400847,1610612749,1610612755,2014,104.0,0.537,0.688,0.3329999999999999,32.0,43.0,88.0,0.413,0.789,0.44,21.0,38.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,36.0,6.0,0.1669999999999999,0.0,0.0,0.0,3.0,5.0,0.6,3.0,8.0,11.0,6.0,3.0,1.0,5.0,5.0,9.0,17.3
693,2015-02-22,21400822,1610612749,1610612737,2014,86.0,0.444,1.0,0.25,19.0,38.0,97.0,0.402,0.857,0.3,23.0,43.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,32.0,15.0,0.467,0.0,0.0,0.0,5.0,5.0,1.0,1.0,3.0,4.0,0.0,1.0,2.0,1.0,19.0,-6.0,17.35
694,2015-02-20,21400811,1610612749,1610612743,2014,89.0,0.423,0.818,0.3329999999999999,22.0,46.0,81.0,0.357,0.667,0.2689999999999999,18.0,45.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,30.0,13.0,0.231,0.0,1.0,0.0,4.0,4.0,1.0,0.0,9.0,9.0,1.0,1.0,0.0,2.0,10.0,-5.0,17.400000000000002
695,2015-02-11,21400792,1610612749,1610612758,2014,111.0,0.488,0.813,0.467,23.0,45.0,103.0,0.429,0.767,0.364,24.0,48.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,35.0,9.0,0.444,0.0,1.0,0.0,5.0,7.0,0.7140000000000001,1.0,6.0,7.0,2.0,2.0,0.0,2.0,13.0,9.0,17.45
696,2015-02-09,21400778,1610612749,1610612751,2014,103.0,0.416,0.88,0.389,25.0,44.0,97.0,0.5,0.632,0.36,25.0,38.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,31.0,9.0,0.444,0.0,1.0,0.0,4.0,4.0,1.0,2.0,7.0,9.0,8.0,3.0,1.0,3.0,12.0,22.0,17.5
697,2015-02-07,21400763,1610612749,1610612738,2014,96.0,0.493,0.737,0.4,21.0,40.0,93.0,0.419,0.7,0.241,20.0,44.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,37.0,10.0,0.6,0.0,0.0,0.0,2.0,4.0,0.5,3.0,8.0,11.0,5.0,1.0,2.0,3.0,14.0,6.0,17.55
699,2015-02-04,21400736,1610612749,1610612747,2014,113.0,0.5,0.909,0.423,25.0,35.0,105.0,0.419,0.72,0.321,22.0,53.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,42.0,14.0,0.7140000000000001,0.0,0.0,0.0,5.0,5.0,1.0,0.0,6.0,6.0,1.0,1.0,2.0,3.0,25.0,10.0,17.6
701,2015-01-31,21400712,1610612749,1610612757,2014,95.0,0.451,0.929,0.381,22.0,50.0,88.0,0.371,0.722,0.29,19.0,44.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,33.0,5.0,0.6,0.0,0.0,0.0,4.0,4.0,1.0,1.0,9.0,10.0,1.0,3.0,1.0,3.0,10.0,6.0,17.650000000000002
