,GAME_DATE_EST,GAME_ID,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS,TEAM_ID,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,MIN,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PTS,PLUS_MINUS,colscatt
277,2013-11-02,21300037,1610612749,1610612761,2013,90.0,0.44,0.556,0.353,25.0,38.0,97.0,0.397,0.737,0.304,19.0,60.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,17.0,2.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,6.0,6.95
280,2013-10-23,11300097,1610612749,1610612752,2013,105.0,0.522,0.6940000000000001,0.625,26.0,40.0,95.0,0.3979999999999999,0.652,0.313,19.0,39.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,3.0656836461126007,7.0
283,2013-10-12,11300042,1610612749,1610612766,2013,76.0,0.3670000000000001,0.667,0.4,20.0,47.0,83.0,0.35,0.741,0.389,15.0,50.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,14.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,2.0,0.0,1.0,0.0,2.0,3.0656836461126007,7.050000000000001
286,2019-12-02,21900297,1610612749,1610612752,2019,132.0,0.5579999999999999,0.625,0.457,30.0,57.0,88.0,0.308,0.667,0.256,13.0,42.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,22.0,14.0,0.7140000000000001,3.0,4.0,0.75,6.0,11.0,0.545,1.0,14.0,15.0,3.0,0.0,0.0,2.0,29.0,25.0,7.1000000000000005
287,2019-11-30,21900283,1610612749,1610612766,2019,137.0,0.563,0.6,0.455,41.0,53.0,96.0,0.366,0.875,0.3329999999999999,21.0,53.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,19.0,19.0,0.579,1.0,5.0,0.2,3.0,7.0,0.429,3.0,6.0,9.0,4.0,1.0,0.0,1.0,26.0,23.0,7.15
289,2019-11-27,21900261,1610612749,1610612737,2019,111.0,0.477,0.63,0.294,25.0,47.0,102.0,0.4039999999999999,0.682,0.324,22.0,49.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,35.0,23.0,0.522,1.0,5.0,0.2,5.0,13.0,0.385,2.0,8.0,10.0,4.0,0.0,4.0,4.0,30.0,0.0,7.2
290,2019-11-25,21900248,1610612749,1610612762,2019,122.0,0.4429999999999999,0.7929999999999999,0.317,21.0,49.0,118.0,0.506,0.917,0.467,29.0,40.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,38.0,31.0,0.5479999999999999,3.0,8.0,0.375,13.0,19.0,0.684,6.0,8.0,14.0,6.0,2.0,0.0,0.0,50.0,14.0,7.25
291,2019-11-23,21900233,1610612749,1610612765,2019,104.0,0.488,0.5,0.351,25.0,49.0,90.0,0.407,0.6,0.286,22.0,40.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,27.0,22.0,0.545,1.0,3.0,0.3329999999999999,3.0,9.0,0.3329999999999999,3.0,7.0,10.0,3.0,2.0,1.0,2.0,28.0,18.0,7.300000000000001
292,2019-11-21,21900213,1610612749,1610612757,2019,137.0,0.472,0.8079999999999999,0.3720000000000001,32.0,58.0,129.0,0.485,0.857,0.436,32.0,41.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,35.0,27.0,0.3329999999999999,1.0,7.0,0.143,5.0,10.0,0.5,4.0,15.0,19.0,15.0,3.0,1.0,5.0,24.0,5.0,7.3500000000000005
296,2019-11-14,21900163,1610612749,1610612741,2019,124.0,0.477,0.723,0.182,24.0,58.0,115.0,0.409,0.84,0.419,25.0,45.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,36.0,24.0,0.542,1.0,5.0,0.2,11.0,20.0,0.55,5.0,11.0,16.0,4.0,3.0,1.0,5.0,38.0,-4.0,7.4
301,2019-11-02,21900082,1610612749,1610612761,2019,115.0,0.461,0.8,0.342,30.0,51.0,105.0,0.405,0.88,0.417,24.0,42.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,36.0,20.0,0.7,1.0,2.0,0.5,7.0,10.0,0.7,2.0,13.0,15.0,8.0,1.0,4.0,3.0,36.0,9.0,7.45
304,2019-10-28,21900046,1610612749,1610612739,2019,129.0,0.522,0.667,0.447,29.0,50.0,112.0,0.45,0.833,0.308,19.0,48.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,29.0,15.0,0.3329999999999999,0.0,2.0,0.0,4.0,8.0,0.5,1.0,9.0,10.0,7.0,0.0,2.0,2.0,14.0,10.0,7.5
305,2019-10-26,21900026,1610612749,1610612748,2019,126.0,0.436,0.7709999999999999,0.315,22.0,47.0,131.0,0.455,0.639,0.364,33.0,54.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,36.0,21.0,0.5710000000000001,0.0,5.0,0.0,5.0,9.0,0.556,3.0,14.0,17.0,9.0,3.0,2.0,8.0,29.0,0.0,7.550000000000001
307,2019-10-17,11900071,1610612749,1610612750,2019,118.0,0.512,0.8079999999999999,0.275,26.0,58.0,96.0,0.313,0.75,0.313,17.0,44.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,26.0,15.0,0.6,1.0,4.0,0.25,7.0,9.0,0.778,2.0,12.0,14.0,2.0,2.0,3.0,4.0,26.0,8.0,7.6000000000000005
309,2019-10-09,11900029,1610612749,1610612762,2019,133.0,0.568,0.667,0.417,29.0,42.0,99.0,0.3720000000000001,0.853,0.207,14.0,49.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,20.0,14.0,0.5710000000000001,0.0,3.0,0.0,6.0,10.0,0.6,2.0,9.0,11.0,4.0,1.0,1.0,0.0,22.0,37.0,7.65
311,2019-05-23,41800305,1610612749,1610612761,2018,99.0,0.452,0.722,0.3229999999999999,26.0,53.0,105.0,0.369,0.8059999999999999,0.419,19.0,45.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,39.0,18.0,0.5,2.0,3.0,0.667,4.0,9.0,0.444,1.0,5.0,6.0,6.0,0.0,1.0,2.0,24.0,-2.0,7.7
314,2019-05-17,41800302,1610612749,1610612761,2018,125.0,0.467,0.743,0.317,27.0,53.0,103.0,0.425,0.76,0.313,19.0,40.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,34.0,20.0,0.5,1.0,4.0,0.25,9.0,12.0,0.75,4.0,13.0,17.0,5.0,1.0,2.0,4.0,30.0,17.0,7.75
315,2019-05-15,41800301,1610612749,1610612761,2018,108.0,0.3979999999999999,0.852,0.25,21.0,60.0,100.0,0.37,0.85,0.357,17.0,46.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,37.0,16.0,0.4379999999999999,1.0,3.0,0.3329999999999999,9.0,12.0,0.75,4.0,10.0,14.0,6.0,2.0,3.0,5.0,24.0,8.0,7.800000000000001
316,2019-05-08,41800205,1610612749,1610612738,2018,116.0,0.447,0.773,0.319,27.0,58.0,91.0,0.312,0.765,0.179,19.0,48.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,31.0,14.0,0.5710000000000001,0.0,2.0,0.0,4.0,5.0,0.8,0.0,8.0,8.0,8.0,2.0,2.0,4.0,20.0,35.0,7.8500000000000005
319,2019-04-30,41800202,1610612749,1610612738,2018,123.0,0.4429999999999999,0.8059999999999999,0.426,22.0,53.0,102.0,0.395,0.889,0.357,19.0,45.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,31.0,15.0,0.467,2.0,4.0,0.5,13.0,18.0,0.722,2.0,7.0,9.0,4.0,2.0,1.0,1.0,29.0,20.0,7.9
320,2019-04-28,41800201,1610612749,1610612738,2018,90.0,0.348,0.625,0.3329999999999999,19.0,44.0,112.0,0.54,0.625,0.419,25.0,51.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,34.0,21.0,0.3329999999999999,3.0,5.0,0.6,5.0,10.0,0.5,1.0,7.0,8.0,2.0,1.0,1.0,2.0,22.0,-24.0,7.95
323,2019-04-17,41800102,1610612749,1610612765,2018,120.0,0.522,0.7140000000000001,0.423,32.0,54.0,99.0,0.374,0.765,0.3329999999999999,23.0,43.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,30.0,18.0,0.611,1.0,3.0,0.3329999999999999,3.0,5.0,0.6,2.0,10.0,12.0,4.0,0.0,2.0,5.0,26.0,16.0,8.0
324,2019-04-14,41800101,1610612749,1610612765,2018,121.0,0.489,0.6920000000000001,0.349,31.0,54.0,86.0,0.38,0.615,0.296,22.0,46.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,23.0,17.0,0.529,1.0,5.0,0.2,5.0,12.0,0.417,3.0,14.0,17.0,4.0,1.0,0.0,1.0,24.0,30.0,8.05
325,2019-04-07,21801202,1610612749,1610612737,2018,115.0,0.44,0.765,0.22,19.0,61.0,107.0,0.4,0.526,0.3779999999999999,25.0,48.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,24.0,15.0,0.667,2.0,5.0,0.4,8.0,12.0,0.667,3.0,6.0,9.0,3.0,1.0,3.0,1.0,30.0,16.0,8.1
328,2019-03-28,21801127,1610612749,1610612746,2018,128.0,0.523,0.815,0.4320000000000001,25.0,47.0,118.0,0.457,0.773,0.515,26.0,46.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,32.0,18.0,0.556,2.0,6.0,0.3329999999999999,12.0,14.0,0.857,0.0,9.0,9.0,5.0,1.0,1.0,1.0,34.0,1.0,8.15
329,2019-03-26,21801111,1610612749,1610612745,2018,108.0,0.447,0.769,0.412,24.0,60.0,94.0,0.364,0.857,0.308,17.0,46.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,32.0,15.0,0.467,0.0,2.0,0.0,5.0,7.0,0.7140000000000001,2.0,12.0,14.0,4.0,1.0,1.0,5.0,19.0,7.0,8.200000000000001
330,2019-03-24,21801096,1610612749,1610612739,2018,127.0,0.552,0.762,0.366,26.0,45.0,105.0,0.4270000000000001,0.706,0.268,23.0,45.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,31.0,16.0,0.688,0.0,3.0,0.0,4.0,6.0,0.667,0.0,10.0,10.0,7.0,0.0,4.0,4.0,26.0,23.0,8.25
331,2019-03-22,21801085,1610612749,1610612748,2018,116.0,0.506,0.65,0.5,33.0,52.0,87.0,0.376,0.522,0.297,20.0,40.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,28.0,19.0,0.632,1.0,4.0,0.25,2.0,4.0,0.5,2.0,6.0,8.0,7.0,1.0,2.0,3.0,27.0,7.0,8.3
332,2019-03-17,21801043,1610612749,1610612755,2018,125.0,0.4529999999999999,0.821,0.32,25.0,45.0,130.0,0.47,0.7,0.469,26.0,54.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,36.0,26.0,0.5770000000000001,3.0,8.0,0.375,19.0,21.0,0.905,1.0,15.0,16.0,7.0,2.0,1.0,1.0,52.0,12.0,8.35
336,2019-03-09,21800990,1610612749,1610612766,2018,131.0,0.489,0.867,0.386,27.0,55.0,114.0,0.473,0.7859999999999999,0.385,25.0,35.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,29.0,11.0,0.636,2.0,4.0,0.5,10.0,10.0,1.0,3.0,10.0,13.0,6.0,1.0,1.0,5.0,26.0,14.0,8.4
337,2019-03-07,21800975,1610612749,1610612754,2018,117.0,0.5,0.81,0.4,21.0,52.0,98.0,0.389,0.7,0.3779999999999999,26.0,40.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,33.0,17.0,0.588,1.0,4.0,0.25,8.0,8.0,1.0,1.0,11.0,12.0,5.0,0.0,1.0,6.0,29.0,20.0,8.450000000000001
342,2019-02-23,21800891,1610612749,1610612750,2018,140.0,0.526,0.955,0.442,28.0,49.0,128.0,0.49,0.8,0.462,29.0,41.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,32.0,16.0,0.563,3.0,4.0,0.75,6.0,6.0,1.0,1.0,9.0,10.0,7.0,1.0,2.0,3.0,27.0,15.0,8.5
343,2019-02-21,21800870,1610612749,1610612738,2018,98.0,0.42,0.7140000000000001,0.359,21.0,55.0,97.0,0.382,0.833,0.35,19.0,50.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,36.0,19.0,0.579,1.0,2.0,0.5,7.0,10.0,0.7,2.0,11.0,13.0,6.0,1.0,2.0,4.0,30.0,-10.0,8.55
347,2019-02-06,21800806,1610612749,1610612764,2018,148.0,0.602,0.654,0.633,33.0,34.0,129.0,0.522,0.8420000000000001,0.4589999999999999,34.0,40.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,31.0,21.0,0.81,3.0,3.0,1.0,6.0,11.0,0.545,2.0,4.0,6.0,4.0,3.0,0.0,4.0,43.0,2.0,8.6
353,2019-01-25,21800727,1610612749,1610612766,2018,108.0,0.461,0.87,0.1939999999999999,17.0,46.0,99.0,0.4,0.68,0.256,20.0,53.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,38.0,21.0,0.667,0.0,2.0,0.0,6.0,8.0,0.75,1.0,13.0,14.0,3.0,3.0,3.0,2.0,34.0,5.0,8.65
354,2019-01-21,21800694,1610612749,1610612742,2018,116.0,0.462,0.909,0.375,21.0,51.0,106.0,0.414,0.588,0.35,24.0,48.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,35.0,20.0,0.5,1.0,2.0,0.5,10.0,12.0,0.833,3.0,12.0,15.0,5.0,0.0,0.0,5.0,31.0,10.0,8.700000000000001
357,2019-01-15,21800654,1610612749,1610612748,2018,124.0,0.5,0.611,0.436,35.0,53.0,86.0,0.419,0.75,0.235,27.0,43.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,25.0,9.0,0.444,0.0,0.0,0.0,4.0,8.0,0.5,1.0,9.0,10.0,10.0,3.0,0.0,2.0,12.0,24.0,8.75
360,2019-01-07,21800594,1610612749,1610612762,2018,114.0,0.469,0.813,0.36,27.0,46.0,102.0,0.419,0.696,0.3779999999999999,20.0,46.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,35.0,30.0,0.433,0.0,4.0,0.0,4.0,6.0,0.667,3.0,7.0,10.0,2.0,1.0,2.0,1.0,30.0,7.0,8.8
361,2019-01-05,21800580,1610612749,1610612761,2018,116.0,0.494,0.815,0.3779999999999999,29.0,38.0,123.0,0.512,0.8059999999999999,0.452,28.0,38.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,39.0,25.0,0.64,3.0,5.0,0.6,8.0,11.0,0.727,1.0,17.0,18.0,4.0,1.0,0.0,6.0,43.0,-8.0,8.85
362,2019-01-04,21800572,1610612749,1610612737,2018,144.0,0.55,0.7140000000000001,0.35,36.0,54.0,112.0,0.435,0.6859999999999999,0.341,26.0,31.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,19.0,8.0,0.75,0.0,1.0,0.0,4.0,6.0,0.667,1.0,7.0,8.0,10.0,1.0,2.0,0.0,16.0,21.0,8.9
363,2019-01-01,21800550,1610612749,1610612765,2018,121.0,0.595,0.654,0.37,28.0,43.0,98.0,0.38,0.762,0.364,23.0,43.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,26.0,11.0,0.545,0.0,1.0,0.0,3.0,5.0,0.6,0.0,8.0,8.0,7.0,1.0,3.0,3.0,15.0,15.0,8.950000000000001
364,2018-12-29,21800527,1610612749,1610612751,2018,129.0,0.49,0.875,0.412,30.0,39.0,115.0,0.481,0.6859999999999999,0.429,28.0,40.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,34.0,17.0,0.765,2.0,3.0,0.667,3.0,5.0,0.6,2.0,8.0,10.0,10.0,2.0,3.0,4.0,31.0,7.0,9.0
365,2018-12-27,21800513,1610612749,1610612752,2018,112.0,0.452,0.81,0.344,20.0,57.0,96.0,0.371,0.688,0.419,21.0,43.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,34.0,20.0,0.5,1.0,4.0,0.25,10.0,14.0,0.7140000000000001,2.0,12.0,14.0,8.0,1.0,4.0,6.0,31.0,-2.0,9.05
369,2018-12-19,21800462,1610612749,1610612740,2018,123.0,0.506,0.8,0.3939999999999999,26.0,48.0,115.0,0.467,0.667,0.452,28.0,41.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,33.0,13.0,0.615,0.0,0.0,0.0,9.0,13.0,0.6920000000000001,1.0,7.0,8.0,8.0,2.0,1.0,6.0,25.0,9.0,9.1
374,2018-12-07,21800377,1610612749,1610612744,2018,95.0,0.391,0.696,0.179,18.0,54.0,105.0,0.449,0.857,0.413,32.0,43.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,34.0,13.0,0.615,0.0,2.0,0.0,6.0,9.0,0.667,4.0,11.0,15.0,5.0,2.0,2.0,4.0,22.0,-3.0,9.15
375,2018-12-05,21800361,1610612749,1610612765,2018,115.0,0.4629999999999999,0.833,0.341,25.0,46.0,92.0,0.368,0.684,0.237,19.0,51.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,26.0,12.0,0.5,0.0,2.0,0.0,3.0,4.0,0.75,1.0,6.0,7.0,5.0,1.0,1.0,5.0,15.0,22.0,9.200000000000001
377,2018-11-28,21800310,1610612749,1610612741,2018,116.0,0.494,0.75,0.3429999999999999,29.0,48.0,113.0,0.449,0.759,0.297,28.0,45.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,34.0,21.0,0.667,0.0,3.0,0.0,8.0,12.0,0.667,2.0,9.0,11.0,8.0,2.0,1.0,4.0,36.0,1.0,9.25
379,2018-11-24,21800284,1610612749,1610612759,2018,135.0,0.57,0.759,0.375,30.0,41.0,129.0,0.5329999999999999,0.75,0.476,27.0,39.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,38.0,16.0,0.563,0.0,3.0,0.0,16.0,20.0,0.8,2.0,16.0,18.0,8.0,2.0,1.0,3.0,34.0,21.0,9.3
380,2018-11-23,21800275,1610612749,1610612756,2018,114.0,0.483,0.667,0.2269999999999999,30.0,43.0,116.0,0.5,0.773,0.346,21.0,40.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,36.0,16.0,0.875,0.0,1.0,0.0,7.0,12.0,0.583,1.0,9.0,10.0,3.0,1.0,0.0,4.0,35.0,7.0,9.35
381,2018-11-21,21800259,1610612749,1610612757,2018,143.0,0.528,0.8240000000000001,0.3329999999999999,34.0,59.0,100.0,0.366,0.821,0.22,13.0,40.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,29.0,20.0,0.65,1.0,3.0,0.3329999999999999,6.0,9.0,0.667,5.0,11.0,16.0,9.0,3.0,0.0,3.0,33.0,27.0,9.4
382,2018-11-19,21800245,1610612749,1610612743,2018,104.0,0.455,0.591,0.306,21.0,51.0,98.0,0.426,0.667,0.293,30.0,43.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,39.0,25.0,0.52,0.0,6.0,0.0,3.0,6.0,0.5,3.0,9.0,12.0,6.0,2.0,0.0,4.0,29.0,11.0,9.450000000000001
383,2018-11-16,21800223,1610612749,1610612741,2018,123.0,0.505,0.647,0.419,28.0,55.0,104.0,0.436,0.6920000000000001,0.3939999999999999,22.0,36.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,31.0,15.0,0.5329999999999999,2.0,4.0,0.5,5.0,9.0,0.556,4.0,9.0,13.0,4.0,0.0,3.0,4.0,23.0,18.0,9.5
384,2018-11-14,21800207,1610612749,1610612763,2018,113.0,0.506,0.815,0.257,22.0,44.0,116.0,0.506,0.75,0.389,24.0,34.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,34.0,14.0,0.7140000000000001,0.0,2.0,0.0,11.0,12.0,0.917,1.0,8.0,9.0,4.0,1.0,2.0,6.0,31.0,4.0,9.55
389,2018-11-04,21800133,1610612749,1610612758,2018,144.0,0.484,0.909,0.3929999999999999,30.0,56.0,109.0,0.442,0.5,0.389,24.0,44.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,30.0,11.0,0.727,1.0,2.0,0.5,9.0,12.0,0.75,3.0,12.0,15.0,11.0,1.0,1.0,5.0,26.0,39.0,9.600000000000001
391,2018-10-27,21800081,1610612749,1610612753,2018,113.0,0.5,0.913,0.3329999999999999,24.0,57.0,91.0,0.327,0.882,0.233,21.0,41.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,19.0,12.0,0.75,0.0,0.0,0.0,3.0,4.0,0.75,0.0,7.0,7.0,1.0,0.0,1.0,4.0,21.0,14.0,9.65
393,2018-10-24,21800059,1610612749,1610612755,2018,123.0,0.41,0.933,0.302,24.0,51.0,108.0,0.413,0.7,0.324,29.0,50.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,37.0,24.0,0.5,0.0,3.0,0.0,8.0,9.0,0.889,3.0,15.0,18.0,10.0,2.0,3.0,5.0,32.0,11.0,9.700000000000001
394,2018-10-22,21800042,1610612749,1610612752,2018,124.0,0.469,0.708,0.425,27.0,55.0,113.0,0.455,0.867,0.345,22.0,43.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,37.0,29.0,0.4479999999999999,1.0,3.0,0.3329999999999999,4.0,6.0,0.667,9.0,6.0,15.0,4.0,0.0,2.0,3.0,31.0,9.0,9.75
395,2018-10-19,21800023,1610612749,1610612754,2018,118.0,0.473,0.619,0.37,27.0,50.0,101.0,0.4370000000000001,0.7040000000000001,0.3329999999999999,14.0,41.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,32.0,23.0,0.522,0.0,6.0,0.0,2.0,3.0,0.667,3.0,12.0,15.0,5.0,2.0,1.0,6.0,26.0,14.0,9.8
397,2018-10-12,11800077,1610612749,1610612750,2018,143.0,0.527,0.69,0.521,34.0,57.0,121.0,0.396,0.8540000000000001,0.303,20.0,44.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,25.0,17.0,0.765,2.0,5.0,0.4,4.0,6.0,0.667,3.0,9.0,12.0,10.0,3.0,1.0,3.0,32.0,21.0,9.850000000000001
399,2018-10-03,11800022,1610612749,1610612741,2018,116.0,0.494,0.542,0.3329999999999999,28.0,64.0,82.0,0.324,0.75,0.171,23.0,43.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,22.0,10.0,0.7,1.0,2.0,0.5,4.0,10.0,0.4,0.0,13.0,13.0,5.0,0.0,0.0,1.0,19.0,34.0,9.9
401,2018-04-26,41700116,1610612749,1610612738,2017,97.0,0.507,0.619,0.308,19.0,48.0,86.0,0.37,0.8420000000000001,0.278,18.0,39.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,41.0,23.0,0.565,0.0,2.0,0.0,5.0,8.0,0.625,1.0,13.0,14.0,4.0,1.0,0.0,0.0,31.0,17.0,9.950000000000001
403,2018-04-22,41700114,1610612749,1610612738,2017,104.0,0.521,0.75,0.435,24.0,36.0,102.0,0.414,0.8,0.345,22.0,43.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,40.0,20.0,0.6,0.0,2.0,0.0,3.0,6.0,0.5,2.0,5.0,7.0,5.0,0.0,0.0,2.0,27.0,-8.0,10.0
404,2018-04-20,41700113,1610612749,1610612738,2017,116.0,0.57,0.667,0.485,28.0,37.0,92.0,0.4,0.7140000000000001,0.3329999999999999,17.0,45.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,27.0,13.0,0.615,3.0,4.0,0.75,0.0,0.0,0.0,0.0,5.0,5.0,6.0,2.0,2.0,2.0,19.0,16.0,10.05
408,2018-04-05,21701178,1610612749,1610612751,2017,111.0,0.441,0.8,0.25,21.0,41.0,119.0,0.547,0.857,0.487,30.0,41.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,36.0,21.0,0.3329999999999999,0.0,3.0,0.0,5.0,5.0,1.0,0.0,10.0,10.0,7.0,4.0,1.0,1.0,19.0,-11.0,10.100000000000001
409,2018-04-03,21701162,1610612749,1610612738,2017,106.0,0.544,0.7140000000000001,0.25,27.0,41.0,102.0,0.469,0.792,0.304,19.0,37.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,36.0,22.0,0.5,0.0,3.0,0.0,7.0,8.0,0.875,1.0,10.0,11.0,6.0,1.0,2.0,5.0,29.0,-11.0,10.15
414,2018-03-25,21701095,1610612749,1610612759,2017,106.0,0.488,0.722,0.3329999999999999,27.0,37.0,103.0,0.446,0.81,0.235,16.0,53.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,38.0,16.0,0.563,3.0,4.0,0.75,4.0,5.0,0.8,2.0,8.0,10.0,3.0,1.0,0.0,3.0,25.0,6.0,10.200000000000001
415,2018-03-21,21701070,1610612749,1610612746,2017,120.0,0.5489999999999999,0.706,0.308,33.0,33.0,127.0,0.523,0.759,0.5,26.0,47.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,16.0,9.0,0.556,0.0,1.0,0.0,2.0,3.0,0.667,0.0,2.0,2.0,2.0,1.0,3.0,4.0,12.0,-5.0,10.25
417,2018-03-17,21701041,1610612749,1610612737,2017,122.0,0.477,0.906,0.44,31.0,44.0,117.0,0.4589999999999999,0.964,0.3329999999999999,23.0,44.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,39.0,25.0,0.48,2.0,6.0,0.3329999999999999,7.0,8.0,0.875,4.0,8.0,12.0,7.0,4.0,2.0,2.0,33.0,2.0,10.3
420,2018-03-09,21700981,1610612749,1610612752,2017,120.0,0.562,0.769,0.444,29.0,42.0,112.0,0.48,0.7859999999999999,0.25,24.0,39.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,35.0,15.0,0.467,0.0,0.0,0.0,14.0,18.0,0.778,2.0,8.0,10.0,5.0,2.0,2.0,1.0,28.0,19.0,10.350000000000001
421,2018-03-07,21700968,1610612749,1610612745,2017,99.0,0.4579999999999999,0.737,0.321,21.0,38.0,110.0,0.476,0.667,0.35,22.0,47.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,37.0,20.0,0.6,0.0,0.0,0.0,6.0,9.0,0.667,2.0,5.0,7.0,1.0,1.0,2.0,6.0,30.0,-11.0,10.4
423,2018-03-04,21700947,1610612749,1610612755,2017,118.0,0.495,0.636,0.435,27.0,38.0,110.0,0.557,0.818,0.5,26.0,32.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,42.0,23.0,0.609,1.0,1.0,1.0,6.0,10.0,0.6,3.0,6.0,9.0,7.0,2.0,1.0,4.0,35.0,3.0,10.450000000000001
424,2018-03-02,21700932,1610612749,1610612754,2017,96.0,0.3829999999999999,0.7809999999999999,0.36,15.0,43.0,103.0,0.446,0.767,0.375,19.0,48.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,43.0,18.0,0.3329999999999999,2.0,4.0,0.5,10.0,12.0,0.833,2.0,8.0,10.0,3.0,2.0,3.0,4.0,24.0,-10.0,10.5
